episode,series,type,IMDbLink,rating,ratingCount,genre,date,season,epNum
my hero,Modern Family,Regular,/title/tt2720510/?ref_=ttep_ep22,7.8,907,"Comedy, Romance",2013-05-08,4,22
games people play,Modern Family,Regular,/title/tt2814070/?ref_=ttep_ep23,7.8,886,"Comedy, Romance",2013-05-15,4,23
goodnight gracie,Modern Family,Regular,/title/tt2770826/?ref_=ttep_ep24,8.2,1016,"Comedy, Romance",2013-05-22,4,24
suddenly last summer,Modern Family,Regular,/title/tt2911820/?ref_=ttep_ep1,8.1,1097,"Comedy, Romance",2013-09-25,5,1
first days,Modern Family,Regular,/title/tt3116354/?ref_=ttep_ep2,7.9,990,"Comedy, Romance",2013-09-25,5,2
larrys wife,Modern Family,Regular,/title/tt3172360/?ref_=ttep_ep3,7.6,931,"Comedy, Romance",2013-10-02,5,3
farm strong,Modern Family,Regular,/title/tt3183992/?ref_=ttep_ep4,7.8,921,"Comedy, Romance",2013-10-09,5,4
the late show,Modern Family,Regular,/title/tt3237940/?ref_=ttep_ep5,8.1,1005,"Comedy, Romance",2013-10-16,5,5
the help,Modern Family,Regular,/title/tt3267504/?ref_=ttep_ep6,7.7,937,"Comedy, Romance",2013-10-23,5,6
a fair to remember,Modern Family,Regular,/title/tt3292104/?ref_=ttep_ep7,7.9,970,"Comedy, Romance",2013-11-13,5,7
closetcon 13,Modern Family,Regular,/title/tt3293410/?ref_=ttep_ep8,7.7,923,"Comedy, Romance",2013-11-20,5,8
the big game,Modern Family,Regular,/title/tt3266712/?ref_=ttep_ep9,7.6,873,"Comedy, Romance",2013-12-04,5,9
the old man  the tree,Modern Family,Regular,/title/tt3335562/?ref_=ttep_ep10,7.9,920,"Comedy, Romance",2013-12-11,5,10
and one to grow on,Modern Family,Regular,/title/tt3344996/?ref_=ttep_ep11,7.6,890,"Comedy, Romance",2014-01-08,5,11
under pressure,Modern Family,Regular,/title/tt3328416/?ref_=ttep_ep12,8.5,1130,"Comedy, Romance",2014-01-15,5,12
three dinners,Modern Family,Regular,/title/tt3410062/?ref_=ttep_ep13,8.2,963,"Comedy, Romance",2014-01-22,5,13
ispy,Modern Family,Regular,/title/tt3410066/?ref_=ttep_ep14,8.1,916,"Comedy, Romance",2014-02-05,5,14
the feud,Modern Family,Regular,/title/tt3508790/?ref_=ttep_ep15,7.7,900,"Comedy, Romance",2014-02-26,5,15
springadingfling,Modern Family,Regular,/title/tt3508794/?ref_=ttep_ep16,7.8,877,"Comedy, Romance",2014-03-05,5,16
other peoples children,Modern Family,Regular,/title/tt3508792/?ref_=ttep_ep17,8,880,"Comedy, Romance",2014-03-12,5,17
las vegas,Modern Family,Regular,/title/tt3508788/?ref_=ttep_ep18,9.2,2017,"Comedy, Romance",2014-03-26,5,18
a hard jays night,Modern Family,Regular,/title/tt3508796/?ref_=ttep_ep19,7.8,875,"Comedy, Romance",2014-04-02,5,19
australia,Modern Family,Regular,/title/tt3675476/?ref_=ttep_ep20,8,972,"Comedy, Romance",2014-04-23,5,20
sleeper,Modern Family,Regular,/title/tt3684710/?ref_=ttep_ep21,7.6,862,"Comedy, Romance",2014-04-30,5,21
message received,Modern Family,Regular,/title/tt3684716/?ref_=ttep_ep22,8.4,927,"Comedy, Romance",2014-05-07,5,22
the wedding part 1,Modern Family,Regular,/title/tt3588986/?ref_=ttep_ep23,8.2,938,"Comedy, Romance",2014-05-14,5,23
the wedding part 2,Modern Family,Regular,/title/tt3687550/?ref_=ttep_ep24,8.6,1112,"Comedy, Romance",2014-05-21,5,24
the long honeymoon,Modern Family,Regular,/title/tt3722370/?ref_=ttep_ep1,8,1090,"Comedy, Romance",2014-09-24,6,1
dont push,Modern Family,Regular,/title/tt4063326/?ref_=ttep_ep2,8,1011,"Comedy, Romance",2014-10-01,6,2
the cold,Modern Family,Regular,/title/tt4071558/?ref_=ttep_ep3,7.9,949,"Comedy, Romance",2014-10-08,6,3
marco polo,Modern Family,Regular,/title/tt4085200/?ref_=ttep_ep4,8,935,"Comedy, Romance",2014-10-15,6,4
wont you be our neighbor,Modern Family,Regular,/title/tt4102996/?ref_=ttep_ep5,8,932,"Comedy, Romance",2014-10-22,6,5
halloween 3 awesomeland,Modern Family,Regular,/title/tt4132862/?ref_=ttep_ep6,7.7,920,"Comedy, Romance",2014-10-29,6,6
queer eyes full hearts,Modern Family,Regular,/title/tt4166966/?ref_=ttep_ep7,8.2,949,"Comedy, Romance",2014-11-12,6,7
three turkeys,Modern Family,Regular,/title/tt4106068/?ref_=ttep_ep8,8.4,1037,"Comedy, Romance",2014-11-19,6,8
strangers in the night,Modern Family,Regular,/title/tt4203910/?ref_=ttep_ep9,7.7,893,"Comedy, Romance",2014-12-03,6,9
haleys 21st birthday,Modern Family,Regular,/title/tt4241440/?ref_=ttep_ep10,8.2,948,"Comedy, Romance",2014-12-10,6,10
the day we almost died,Modern Family,Regular,/title/tt4303618/?ref_=ttep_ep11,8.3,1071,"Comedy, Romance",2015-01-07,6,11
the big guns,Modern Family,Regular,/title/tt4303620/?ref_=ttep_ep12,7.8,903,"Comedy, Romance",2015-01-14,6,12
rash decisions,Modern Family,Regular,/title/tt4389738/?ref_=ttep_ep13,7.6,869,"Comedy, Romance",2015-02-04,6,13
valentines day 4 twisted sister,Modern Family,Regular,/title/tt4389740/?ref_=ttep_ep14,7.9,876,"Comedy, Romance",2015-02-11,6,14
fight or flight,Modern Family,Regular,/title/tt4389742/?ref_=ttep_ep15,8,932,"Comedy, Romance",2015-02-18,6,15
connection lost,Modern Family,Regular,/title/tt4389744/?ref_=ttep_ep16,9.5,4275,"Comedy, Romance",2015-02-25,6,16
closet youll love it,Modern Family,Regular,/title/tt4454724/?ref_=ttep_ep17,7.9,921,"Comedy, Romance",2015-03-04,6,17
spring break,Modern Family,Regular,/title/tt4464076/?ref_=ttep_ep18,7.5,868,"Comedy, Romance",2015-03-25,6,18
grill interrupted,Modern Family,Regular,/title/tt4464078/?ref_=ttep_ep19,7.7,837,"Comedy, Romance",2015-04-01,6,19
knock em down,Modern Family,Regular,/title/tt4454702/?ref_=ttep_ep20,8.2,863,"Comedy, Romance",2015-04-22,6,20
integrity,Modern Family,Regular,/title/tt4464080/?ref_=ttep_ep21,7.9,800,"Comedy, Romance",2015-04-29,6,21
patriot games,Modern Family,Regular,/title/tt4464088/?ref_=ttep_ep22,8.2,849,"Comedy, Romance",2015-05-06,6,22
crying out loud,Modern Family,Regular,/title/tt4464092/?ref_=ttep_ep23,8.4,855,"Comedy, Romance",2015-05-13,6,23
american skyper,Modern Family,Regular,/title/tt4464094/?ref_=ttep_ep24,8.9,1194,"Comedy, Romance",2015-05-20,6,24
summer lovin,Modern Family,Regular,/title/tt4695160/?ref_=ttep_ep1,7.9,910,"Comedy, Romance",2015-09-23,7,1
the day alex left for college,Modern Family,Regular,/title/tt4941946/?ref_=ttep_ep2,7.9,830,"Comedy, Romance",2015-09-30,7,2
the closet case,Modern Family,Regular,/title/tt5056418/?ref_=ttep_ep3,8,792,"Comedy, Romance",2015-10-07,7,3
she crazy,Modern Family,Regular,/title/tt5015956/?ref_=ttep_ep4,7.8,777,"Comedy, Romance",2015-10-14,7,4
the verdict,Modern Family,Regular,/title/tt5115000/?ref_=ttep_ep5,7.6,740,"Comedy, Romance",2015-10-21,7,5
the more you ignore me,Modern Family,Regular,/title/tt5143558/?ref_=ttep_ep6,7.6,680,"Comedy, Romance",2015-11-11,7,6
phils sexy sexy house,Modern Family,Regular,/title/tt5143564/?ref_=ttep_ep7,8.7,957,"Comedy, Romance",2015-11-18,7,7
clean out your junk drawer,Modern Family,Regular,/title/tt5197990/?ref_=ttep_ep8,7.9,799,"Comedy, Romance",2015-12-02,7,8
white christmas,Modern Family,Regular,/title/tt5209922/?ref_=ttep_ep9,8.4,805,"Comedy, Romance",2015-12-09,7,9
playdates,Modern Family,Regular,/title/tt5042714/?ref_=ttep_ep10,7.8,701,"Comedy, Romance",2016-01-06,7,10
spread your wings,Modern Family,Regular,/title/tt5042722/?ref_=ttep_ep11,8.1,737,"Comedy, Romance",2016-01-13,7,11
clean for a day,Modern Family,Regular,/title/tt5200458/?ref_=ttep_ep12,7.6,664,"Comedy, Romance",2016-02-10,7,12
thunk in the trunk,Modern Family,Regular,/title/tt5244906/?ref_=ttep_ep13,7.7,684,"Comedy, Romance",2016-02-17,7,13
the storm,Modern Family,Regular,/title/tt5259588/?ref_=ttep_ep14,8.2,754,"Comedy, Romance",2016-02-24,7,14
i dont know how she does it,Modern Family,Regular,/title/tt5265080/?ref_=ttep_ep15,7.7,642,"Comedy, Romance",2016-03-02,7,15
the coverup,Modern Family,Regular,/title/tt5357382/?ref_=ttep_ep16,8.2,663,"Comedy, Romance",2016-03-16,7,16
express yourself,Modern Family,Regular,/title/tt5357386/?ref_=ttep_ep17,7.8,638,"Comedy, Romance",2016-03-23,7,17
the party,Modern Family,Regular,/title/tt5357390/?ref_=ttep_ep18,8.6,837,"Comedy, Romance",2016-04-06,7,18
man shouldnt lie,Modern Family,Regular,/title/tt5357396/?ref_=ttep_ep19,7.8,637,"Comedy, Romance",2016-04-13,7,19
promposal,Modern Family,Regular,/title/tt5357398/?ref_=ttep_ep20,7.6,609,"Comedy, Romance",2016-05-04,7,20
crazy train,Modern Family,Regular,/title/tt5357400/?ref_=ttep_ep21,8.1,654,"Comedy, Romance",2016-05-11,7,21
double click,Modern Family,Regular,/title/tt5357406/?ref_=ttep_ep22,8.3,670,"Comedy, Romance",2016-05-18,7,22
a tale of three cities,Modern Family,Regular,/title/tt5530750/?ref_=ttep_ep1,8.1,701,"Comedy, Romance",2016-09-21,8,1
a stereotypical day,Modern Family,Regular,/title/tt5357404/?ref_=ttep_ep2,7.7,585,"Comedy, Romance",2016-09-28,8,2
blindsided,Modern Family,Regular,/title/tt5042724/?ref_=ttep_ep3,7.5,556,"Comedy, Romance",2016-10-05,8,3
weathering heights,Modern Family,Regular,/title/tt6014414/?ref_=ttep_ep4,7.7,539,"Comedy, Romance",2016-10-12,8,4
halloween 4 the revenge of rod skyhook,Modern Family,Regular,/title/tt6074728/?ref_=ttep_ep5,7.7,544,"Comedy, Romance",2016-10-26,8,5
grab it,Modern Family,Regular,/title/tt6074546/?ref_=ttep_ep6,7.3,503,"Comedy, Romance",2016-11-09,8,6
thanksgiving jamboree,Modern Family,Regular,/title/tt6184702/?ref_=ttep_ep7,7.4,531,"Comedy, Romance",2016-11-16,8,7
the alliance,Modern Family,Regular,/title/tt6189510/?ref_=ttep_ep8,8.4,678,"Comedy, Romance",2016-11-30,8,8
snow ball,Modern Family,Regular,/title/tt6254222/?ref_=ttep_ep9,7.2,496,"Comedy, Romance",2016-12-14,8,9
ringmaster keifth,Modern Family,Regular,/title/tt6199718/?ref_=ttep_ep10,7.4,511,"Comedy, Romance",2017-01-04,8,10
sarge  pea,Modern Family,Regular,/title/tt6300118/?ref_=ttep_ep11,7.3,486,"Comedy, Romance",2017-01-11,8,11
do you believe in magic,Modern Family,Regular,/title/tt6300120/?ref_=ttep_ep12,7.9,494,"Comedy, Romance",2017-02-08,8,12
do it yourself,Modern Family,Regular,/title/tt6264670/?ref_=ttep_ep13,7.3,435,"Comedy, Romance",2017-02-15,8,13
heavy is the head,Modern Family,Regular,/title/tt6320554/?ref_=ttep_ep14,7.2,410,"Comedy, Romance",2017-02-22,8,14
finding fizbo,Modern Family,Regular,/title/tt6412096/?ref_=ttep_ep15,6.7,429,"Comedy, Romance",2017-03-01,8,15
basketball,Modern Family,Regular,/title/tt6412100/?ref_=ttep_ep16,7.2,427,"Comedy, Romance",2017-03-08,8,16
pig moon rising,Modern Family,Regular,/title/tt6421476/?ref_=ttep_ep17,7.6,443,"Comedy, Romance",2017-03-15,8,17
five minutes,Modern Family,Regular,/title/tt6421472/?ref_=ttep_ep18,7.4,579,"Comedy, Romance",2017-03-29,8,18
franks wedding,Modern Family,Regular,/title/tt6421474/?ref_=ttep_ep19,7.4,431,"Comedy, Romance",2017-04-05,8,19
all things being equal,Modern Family,Regular,/title/tt6421480/?ref_=ttep_ep20,6,591,"Comedy, Romance",2017-05-03,8,20
alone time,Modern Family,Regular,/title/tt6421484/?ref_=ttep_ep21,7.7,420,"Comedy, Romance",2017-05-10,8,21
the graduates,Modern Family,Regular,/title/tt5915114/?ref_=ttep_ep22,7.8,404,"Comedy, Romance",2017-05-17,8,22
lake life,Modern Family,Regular,/title/tt6876608/?ref_=ttep_ep1,7.7,397,"Comedy, Romance",2017-09-27,9,1
the long goodbye,Modern Family,Regular,/title/tt7339924/?ref_=ttep_ep2,7.2,250,"Comedy, Romance",2017-10-04,9,2
catch of the day,Modern Family,Regular,/title/tt7339922/?ref_=ttep_ep3,7.5,142,"Comedy, Romance",2017-10-11,9,3
sex lies  kickball,Modern Family,Regular,/title/tt7459358/?ref_=ttep_ep4,7.8,16,"Comedy, Romance",2017-10-18,9,4
episode 96,Modern Family,Regular,/title/tt7514012/?ref_=ttep_ep6,NA,NA,"Comedy, Romance",NA,9,6
episode 922,Modern Family,Regular,/title/tt6876612/?ref_=ttep_ep7,NA,NA,"Comedy, Romance",NA,9,22
mr monk and the candidate part 1,Monk,Regular,/title/tt0308593/?ref_=ttep_ep1,8.5,2026,"Comedy, Crime, Drama",2002-07-12,1,1
mr monk and the candidate part 2,Monk,Regular,/title/tt0650631/?ref_=ttep_ep2,8.4,515,"Comedy, Crime, Drama",2002-07-12,1,2
mr monk and the psychic,Monk,Regular,/title/tt0650647/?ref_=ttep_ep3,7.8,473,"Comedy, Crime, Drama",2002-07-19,1,3
mr monk meets dale the whale,Monk,Regular,/title/tt0650615/?ref_=ttep_ep4,7.8,480,"Comedy, Crime, Drama",2002-07-26,1,4
mr monk goes to the carnival,Monk,Regular,/title/tt0650610/?ref_=ttep_ep5,7.8,439,"Comedy, Crime, Drama",2002-08-02,1,5
mr monk goes to the asylum,Monk,Regular,/title/tt0650608/?ref_=ttep_ep6,8,451,"Comedy, Crime, Drama",2002-08-09,1,6
mr monk and the billionaire mugger,Monk,Regular,/title/tt0650628/?ref_=ttep_ep7,7.9,427,"Comedy, Crime, Drama",2002-08-16,1,7
mr monk and the other woman,Monk,Regular,/title/tt0650644/?ref_=ttep_ep8,8.1,438,"Comedy, Crime, Drama",2002-08-23,1,8
mr monk and the marathon man,Monk,Regular,/title/tt0650641/?ref_=ttep_ep9,7.8,433,"Comedy, Crime, Drama",2002-09-13,1,9
mr monk takes a vacation,Monk,Regular,/title/tt0650620/?ref_=ttep_ep10,8.2,447,"Comedy, Crime, Drama",2002-09-20,1,10
mr monk and the earthquake,Monk,Regular,/title/tt0650634/?ref_=ttep_ep11,7.8,409,"Comedy, Crime, Drama",2002-10-04,1,11
mr monk and the redheaded stranger,Monk,Regular,/title/tt0650648/?ref_=ttep_ep12,7.9,418,"Comedy, Crime, Drama",2002-10-11,1,12
mr monk and the airplane,Monk,Regular,/title/tt0650624/?ref_=ttep_ep13,8.4,462,"Comedy, Crime, Drama",2002-10-18,1,13
mr monk goes back to school,Monk,Regular,/title/tt0650601/?ref_=ttep_ep1,8.2,414,"Comedy, Crime, Drama",2003-06-20,2,1
mr monk goes to mexico,Monk,Regular,/title/tt0650604/?ref_=ttep_ep2,8.2,415,"Comedy, Crime, Drama",2003-06-28,2,2
mr monk goes to the ballgame,Monk,Regular,/title/tt0650609/?ref_=ttep_ep3,7.8,364,"Comedy, Crime, Drama",2003-07-11,2,3
mr monk goes to the circus,Monk,Regular,/title/tt0650611/?ref_=ttep_ep4,7.9,363,"Comedy, Crime, Drama",2003-07-18,2,4
mr monk and the very very old man,Monk,Regular,/title/tt0650654/?ref_=ttep_ep5,8.1,361,"Comedy, Crime, Drama",2003-07-25,2,5
mr monk goes to the theater,Monk,Regular,/title/tt0650614/?ref_=ttep_ep6,8.2,393,"Comedy, Crime, Drama",2003-08-01,2,6
mr monk and the sleeping suspect,Monk,Regular,/title/tt0650651/?ref_=ttep_ep7,8.3,377,"Comedy, Crime, Drama",2003-08-08,2,7
mr monk meets the playboy,Monk,Regular,/title/tt0650616/?ref_=ttep_ep8,7.8,363,"Comedy, Crime, Drama",2003-08-15,2,8
mr monk and the 12th man,Monk,Regular,/title/tt0650623/?ref_=ttep_ep9,8.1,351,"Comedy, Crime, Drama",2003-08-22,2,9
mr monk and the paperboy,Monk,Regular,/title/tt0650646/?ref_=ttep_ep10,8.2,350,"Comedy, Crime, Drama",2004-01-16,2,10
mr monk and the three pies,Monk,Regular,/title/tt0650653/?ref_=ttep_ep11,8.7,411,"Comedy, Crime, Drama",2004-01-23,2,11
mr monk and the tv star,Monk,Regular,/title/tt0650652/?ref_=ttep_ep12,8.4,383,"Comedy, Crime, Drama",2004-01-30,2,12
mr monk and the missing granny,Monk,Regular,/title/tt0650642/?ref_=ttep_ep13,7.8,336,"Comedy, Crime, Drama",2004-02-06,2,13
mr monk and the captains wife,Monk,Regular,/title/tt0650632/?ref_=ttep_ep14,8.3,343,"Comedy, Crime, Drama",2004-02-13,2,14
mr monk gets married,Monk,Regular,/title/tt0650599/?ref_=ttep_ep15,8.2,369,"Comedy, Crime, Drama",2004-02-27,2,15
mr monk goes to jail,Monk,Regular,/title/tt0650603/?ref_=ttep_ep16,8.6,382,"Comedy, Crime, Drama",2004-03-05,2,16
mr monk takes manhattan,Monk,Regular,/title/tt0650619/?ref_=ttep_ep1,8.3,384,"Comedy, Crime, Drama",2004-06-18,3,1
mr monk and the panic room,Monk,Regular,/title/tt0650645/?ref_=ttep_ep2,8.1,356,"Comedy, Crime, Drama",2004-06-25,3,2
mr monk and the blackout,Monk,Regular,/title/tt0650629/?ref_=ttep_ep3,8.1,343,"Comedy, Crime, Drama",2004-07-09,3,3
mr monk gets fired,Monk,Regular,/title/tt0650597/?ref_=ttep_ep4,8.4,328,"Comedy, Crime, Drama",2004-07-16,3,4
